start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed
2016-07-01,20.0,6.0,2016-07-01,20.0,24.0,7,Business,Cary,Durham,16.89807,Meeting,18.0,56.3269
2016-07-02,20.0,18.0,2016-07-02,20.0,36.0,7,Business,Cary,Durham,16.254334,Meeting,18.0,54.181113333333336
2016-07-03,0.0,28.0,2016-07-03,0.0,38.0,7,Business,Cary,Morrisville,4.9889540000000006,Errand/Supplies,10.0,29.933724000000005
2016-07-03,3.0,2.0,2016-07-03,3.0,8.0,7,Business,Morrisville,Cary,4.9889540000000006,Errand/Supplies,6.0,49.889540000000004
2016-07-03,20.0,0.0,2016-07-03,20.0,18.0,7,Business,Cary,Durham,15.932466,Meeting,18.0,53.10822
2016-07-04,0.0,32.0,2016-07-04,0.0,47.0,7,Business,Durham,Cary,15.932466,Meeting,15.0,63.729864
2016-07-04,17.0,31.0,2016-07-04,17.0,49.0,7,Business,Whitebridge,Summerwinds,14.162192000000001,Meeting,18.0,47.207306666666675
2016-07-04,18.0,23.0,2016-07-04,18.0,49.0,7,Business,Summerwinds,Whitebridge,14.001257999999998,Temporary Site,26.0,32.31059538461538
2016-07-04,20.0,0.0,2016-07-04,20.0,17.0,7,Business,Cary,Durham,18.990212,Meeting,17.0,67.02427764705882
2016-07-05,0.0,0.0,2016-07-05,0.0,5.0,7,Business,Parkwood,Parkwood,1.9312079999999998,Errand/Supplies,5.0,23.174495999999998
2016-07-05,0.0,8.0,2016-07-05,0.0,28.0,7,Business,Durham,Cary,15.932466,Meeting,20.0,47.797398
2016-07-05,16.0,48.0,2016-07-05,16.0,52.0,7,Business,Whitebridge,Whitebridge,0.9656039999999999,Errand/Supplies,4.0,14.48406
2016-07-05,20.0,6.0,2016-07-05,20.0,26.0,7,Business,Cary,Durham,15.932466,Errand/Supplies,20.0,47.797398
2016-07-05,22.0,41.0,2016-07-05,23.0,2.0,7,Business,Durham,Morrisville,13.840323999999999,Errand/Supplies,21.0,39.54378285714286
2016-07-06,0.0,33.0,2016-07-06,0.0,53.0,7,Business,Morrisville,Cary,10.138842,Meal/Entertain,20.0,30.416526
2016-07-06,9.0,6.0,2016-07-06,9.0,25.0,7,Business,Cary,Durham,15.932466,Meeting,19.0,50.31305052631579
2016-07-06,12.0,48.0,2016-07-06,13.0,8.0,7,Business,Durham,Cary,15.932466,Meeting,20.0,47.797398
2016-07-06,20.0,4.0,2016-07-06,20.0,14.0,7,Business,Cary,Morrisville,5.310822,Meal/Entertain,10.0,31.864932
2016-07-06,23.0,46.0,2016-07-06,23.0,59.0,7,Business,Morrisville,Cary,4.9889540000000006,Customer Visit,13.0,23.02594153846154
2016-07-07,8.0,22.0,2016-07-07,8.0,50.0,7,Business,Cary,Morrisville,12.713786,Temporary Site,28.0,27.243827142857143
2016-07-07,10.0,27.0,2016-07-07,10.0,33.0,7,Business,Morrisville,Cary,14.323126,Temporary Site,6.0,143.23126
2016-07-07,12.0,59.0,2016-07-07,13.0,35.0,7,Business,Kenner,New Orleans,20.599552000000003,Temporary Site,36.0,34.33258666666667
2016-07-08,9.0,50.0,2016-07-08,10.0,13.0,7,Business,CBD,Pontchartrain Beach,12.391918,Temporary Site,23.0,32.32674260869565
2016-07-08,10.0,51.0,2016-07-08,11.0,12.0,7,Business,Pontchartrain Beach,CBD,11.26538,Temporary Site,21.0,32.186800000000005
2016-07-08,13.0,48.0,2016-07-08,14.0,11.0,7,Business,New Orleans,Metairie,20.11675,Temporary Site,23.0,52.47847826086956
2016-07-08,17.0,11.0,2016-07-08,17.0,30.0,7,Business,Kenner,New Orleans,21.243288,Temporary Site,19.0,67.08406736842106
2016-07-09,9.0,3.0,2016-07-09,9.0,46.0,7,Business,New Orleans,Kenner,20.92142,Temporary Site,43.0,29.192679069767443
2016-07-09,9.0,52.0,2016-07-09,10.0,6.0,7,Business,Kenner,Metairie,7.885766,Temporary Site,14.0,33.79614
2016-07-09,10.0,15.0,2016-07-09,10.0,33.0,7,Business,Metairie,New Orleans,13.67939,Temporary Site,18.0,45.597966666666665
2016-07-10,14.0,10.0,2016-07-10,14.0,17.0,7,Business,CBD,St Thomas,2.092142,Temporary Site,7.0,17.932645714285712
2016-07-10,16.0,4.0,2016-07-10,16.0,15.0,7,Business,St Thomas,CBD,2.896812,Temporary Site,11.0,15.800792727272729
2016-07-10,18.0,5.0,2016-07-10,18.0,21.0,7,Business,New Orleans,Kenner,21.887024,Temporary Site,16.0,82.07634
2016-07-10,19.0,51.0,2016-07-10,20.0,8.0,7,Business,Kenner,New Orleans,21.565156,Temporary Site,17.0,76.11231529411765
2016-07-12,16.0,10.0,2016-07-12,16.0,45.0,7,Business,New Orleans,Kenner,19.794882,Temporary Site,35.0,33.93408342857143
2016-07-12,19.0,21.0,2016-07-12,19.0,26.0,7,Personal,Kenner,Kenner,2.2530759999999996,Temporary Site,5.0,27.036911999999997
2016-08-01,12.0,47.0,2016-08-01,13.0,4.0,8,Business,Whitebridge,Arlington Park at Amberly,9.977908000000001,Meal/Entertain,17.0,35.21614588235295
2016-08-01,13.0,8.0,2016-08-01,13.0,19.0,8,Business,Arlington Park at Amberly,Lexington Park at Amberly,2.092142,Meal/Entertain,11.0,11.411683636363637
2016-08-01,13.0,28.0,2016-08-01,13.0,46.0,8,Business,Lexington Park at Amberly,Westpark Place,3.057746,Meal/Entertain,18.0,10.192486666666667
2016-08-01,13.0,52.0,2016-08-01,14.0,14.0,8,Business,Cary,Apex,11.104446000000001,Meal/Entertain,22.0,30.28485272727273
2016-08-01,15.0,40.0,2016-08-01,15.0,47.0,8,Business,Apex,Cary,7.402963999999999,Meal/Entertain,7.0,63.453977142857134
2016-08-01,16.0,18.0,2016-08-01,16.0,25.0,8,Business,Whitebridge,Edgehill Farms,4.506151999999999,Meal/Entertain,7.0,38.624159999999996
2016-08-01,16.0,29.0,2016-08-01,16.0,59.0,8,Business,Cary,Morrisville,14.644993999999999,Meal/Entertain,30.0,29.289987999999997
2016-08-01,17.0,23.0,2016-08-01,17.0,55.0,8,Business,Morrisville,Cary,13.035654,Meal/Entertain,32.0,24.44185125
2016-08-02,8.0,11.0,2016-08-02,8.0,32.0,8,Business,Cary,Morrisville,13.518456,Meeting,21.0,38.62416
2016-08-02,11.0,51.0,2016-08-02,12.0,15.0,8,Business,Arlington,Washington,7.885766,Meeting,24.0,19.714415
2016-08-02,19.0,15.0,2016-08-02,19.0,23.0,8,Business,Kalorama Triangle,K Street,1.60934,Meeting,8.0,12.07005
2016-08-02,21.0,23.0,2016-08-02,21.0,29.0,8,Business,K Street,Kalorama Triangle,1.60934,Meeting,6.0,16.0934
2016-08-03,12.0,46.0,2016-08-03,13.0,0.0,8,Business,West End,Northwest Rectangle,3.21868,Meeting,14.0,13.794342857142857
2016-08-03,14.0,59.0,2016-08-03,15.0,3.0,8,Business,K Street,Kalorama Triangle,1.7702740000000001,Meeting,4.0,26.55411
2016-08-03,16.0,0.0,2016-08-03,16.0,4.0,8,Business,Kalorama Triangle,Downtown,2.41401,Meeting,4.0,36.210150000000006
2016-08-05,17.0,23.0,2016-08-05,17.0,30.0,8,Business,Connecticut Avenue,Kalorama Triangle,2.092142,Meeting,7.0,17.932645714285712
2016-08-05,18.0,17.0,2016-08-05,18.0,21.0,8,Business,Kalorama Triangle,Columbia Heights,2.896812,Meeting,4.0,43.452180000000006
2016-08-05,19.0,17.0,2016-08-05,19.0,27.0,8,Business,Columbia Heights,Kalorama Triangle,2.41401,Meeting,10.0,14.484060000000001
2016-08-06,6.0,40.0,2016-08-06,6.0,58.0,8,Business,Washington,Arlington,10.621644,Meeting,18.0,35.405480000000004
2016-08-06,9.0,31.0,2016-08-06,9.0,53.0,8,Business,Morrisville,Cary,12.87472,Meeting,22.0,35.11287272727273
2016-08-07,17.0,14.0,2016-08-07,17.0,23.0,8,Business,Whitebridge,Edgehill Farms,4.345218,Meeting,9.0,28.968120000000003
2016-08-07,17.0,28.0,2016-08-07,17.0,43.0,8,Business,Edgehill Farms,Whitebridge,4.345218,Customer Visit,15.0,17.380872
2016-08-07,18.0,17.0,2016-08-07,18.0,23.0,8,Business,Cary,Morrisville,4.02335,Customer Visit,6.0,40.23349999999999
2016-08-07,20.0,15.0,2016-08-07,20.0,23.0,8,Business,Morrisville,Cary,4.02335,Meal/Entertain,8.0,30.175124999999998
2016-08-08,16.0,17.0,2016-08-08,16.0,31.0,8,Business,Whitebridge,Farmington Woods,8.368568,Meal/Entertain,14.0,35.865291428571425
2016-08-08,16.0,37.0,2016-08-08,16.0,50.0,8,Business,Farmington Woods,Edgehill Farms,6.43736,Meal/Entertain,13.0,29.710892307692305
2016-08-08,17.0,2.0,2016-08-08,17.0,13.0,8,Business,Edgehill Farms,Whitebridge,4.345218,Customer Visit,11.0,23.701189090909093
2016-08-08,21.0,50.0,2016-08-08,22.0,15.0,8,Business,Cary,Morrisville,7.724831999999999,Customer Visit,25.0,18.539596799999998
2016-08-08,23.0,28.0,2016-08-08,23.0,37.0,8,Business,Morrisville,Cary,5.149888000000001,Customer Visit,9.0,34.33258666666667
2016-08-09,14.0,20.0,2016-08-09,14.0,38.0,8,Business,Whitebridge,Waverly Place,11.104446000000001,Customer Visit,18.0,37.01482000000001
2016-08-09,15.0,15.0,2016-08-09,15.0,36.0,8,Business,Cary,Raleigh,23.979166,Customer Visit,21.0,68.51190285714286
2016-08-09,16.0,4.0,2016-08-09,16.0,37.0,8,Business,Raleigh,Cary,28.002515999999996,Customer Visit,33.0,50.913665454545445
2016-08-10,16.0,56.0,2016-08-10,17.0,24.0,8,Business,Cary,Durham,20.760486,Customer Visit,28.0,44.486755714285714
2016-08-10,17.0,53.0,2016-08-10,18.0,28.0,8,Business,Durham,Apex,24.622902,Customer Visit,35.0,42.21068914285714
2016-08-10,18.0,49.0,2016-08-10,18.0,50.0,8,Business,Apex,Apex,1.60934,Customer Visit,1.0,96.5604
2016-08-10,19.0,47.0,2016-08-10,20.0,2.0,8,Business,Apex,Cary,9.65604,Customer Visit,15.0,38.62416
2016-08-11,12.0,53.0,2016-08-11,13.0,0.0,8,Business,Whitebridge,Heritage Pines,3.5405480000000003,Customer Visit,7.0,30.34755428571429
2016-08-11,13.0,14.0,2016-08-11,13.0,28.0,8,Business,Heritage Pines,Edgehill Farms,7.0810960000000005,Customer Visit,14.0,30.34755428571429
2016-08-11,13.0,32.0,2016-08-11,13.0,42.0,8,Business,Edgehill Farms,Whitebridge,4.506151999999999,Customer Visit,10.0,27.036911999999997
2016-08-11,18.0,37.0,2016-08-11,19.0,29.0,8,Business,Cary,Wake Forest,51.016078,Customer Visit,52.0,58.864705384615384
2016-08-11,20.0,59.0,2016-08-11,21.0,44.0,8,Business,Wake Forest,Cary,51.337945999999995,Customer Visit,45.0,68.45059466666666
2016-08-12,18.0,49.0,2016-08-12,18.0,52.0,8,Business,Whitebridge,Westpark Place,3.057746,Customer Visit,3.0,61.15492
2016-08-12,18.0,56.0,2016-08-12,19.0,5.0,8,Business,Westpark Place,Whitebridge,2.896812,Customer Visit,9.0,19.31208
2016-09-01,11.0,51.0,2016-09-01,12.0,24.0,9,Business,Unknown Location,Islamabad,20.92142,Temporary Site,33.0,38.038945454545456
2016-09-01,17.0,21.0,2016-09-01,17.0,36.0,9,Business,Islamabad,Unknown Location,17.059003999999998,Temporary Site,15.0,68.23601599999999
2016-09-01,18.0,49.0,2016-09-01,19.0,8.0,9,Business,Unknown Location,Unknown Location,3.5405480000000003,Temporary Site,19.0,11.180677894736844
2016-09-02,11.0,37.0,2016-09-02,12.0,24.0,9,Business,Unknown Location,Islamabad,14.805927999999998,Temporary Site,47.0,18.90118468085106
2016-09-02,18.0,56.0,2016-09-02,19.0,37.0,9,Business,Unknown Location,Unknown Location,20.760486,Temporary Site,41.0,30.381199024390245
2016-09-05,10.0,25.0,2016-09-05,10.0,44.0,9,Business,Unknown Location,R?walpindi,27.680647999999998,Temporary Site,19.0,87.41257263157894
2016-09-06,17.0,49.0,2016-09-06,17.0,49.0,9,Business,Unknown Location,Unknown Location,111.20539399999998,Temporary Site,0.0,inf
2016-09-10,10.0,28.0,2016-09-10,10.0,45.0,9,Business,Unknown Location,Unknown Location,4.506151999999999,Temporary Site,17.0,15.904065882352938
2016-09-11,9.0,51.0,2016-09-11,9.0,55.0,9,Business,Unknown Location,Unknown Location,13.840323999999999,Temporary Site,4.0,207.60485999999997
2016-09-11,21.0,40.0,2016-09-11,21.0,42.0,9,Business,Unknown Location,Unknown Location,15.771532,Temporary Site,2.0,473.14596
2016-09-12,8.0,7.0,2016-09-12,8.0,12.0,9,Business,Unknown Location,Unknown Location,5.793624,Temporary Site,5.0,69.52348800000001
2016-09-12,11.0,15.0,2016-09-12,11.0,24.0,9,Business,Unknown Location,Unknown Location,2.735878,Temporary Site,9.0,18.23918666666667
2016-09-12,13.0,4.0,2016-09-12,13.0,44.0,9,Business,Unknown Location,Unknown Location,18.50741,Temporary Site,40.0,27.761115
2016-10-03,17.0,9.0,2016-10-03,17.0,12.0,10,Business,Unknown Location,Islamabad,16.89807,Temporary Site,3.0,337.96139999999997
2016-10-03,18.0,17.0,2016-10-03,18.0,34.0,10,Business,Islamabad,Islamabad,4.506151999999999,Temporary Site,17.0,15.904065882352938
2016-10-03,18.0,51.0,2016-10-03,19.0,1.0,10,Business,Islamabad,Islamabad,2.5749440000000003,Temporary Site,10.0,15.449664000000002
2016-10-03,22.0,4.0,2016-10-03,22.0,33.0,10,Business,Islamabad,Unknown Location,20.438617999999998,Temporary Site,29.0,42.28679586206896
2016-10-04,9.0,50.0,2016-10-04,10.0,52.0,10,Business,Unknown Location,Unknown Location,46.027124,Temporary Site,62.0,44.54237806451613
2016-10-04,12.0,17.0,2016-10-04,12.0,18.0,10,Business,Unknown Location,Unknown Location,24.301033999999998,Temporary Site,1.0,1458.0620399999998
2016-10-06,8.0,49.0,2016-10-06,11.0,36.0,10,Business,Unknown Location,R?walpindi,28.807185999999998,Temporary Site,167.0,10.349887185628742
2016-10-06,17.0,23.0,2016-10-06,17.0,40.0,10,Business,R?walpindi,Unknown Location,181.211684,Temporary Site,17.0,639.5706494117646
2016-10-06,18.0,37.0,2016-10-06,18.0,39.0,10,Business,Unknown Location,Unknown Location,29.611855999999996,Temporary Site,2.0,888.3556799999999
2016-10-06,19.0,46.0,2016-10-06,20.0,26.0,10,Business,Unknown Location,Unknown Location,22.208892000000002,Temporary Site,40.0,33.31333800000001
2016-10-07,10.0,56.0,2016-10-07,10.0,59.0,10,Business,Unknown Location,Lahore,53.430088000000005,Temporary Site,3.0,1068.60176
2016-10-07,11.0,27.0,2016-10-07,11.0,50.0,10,Business,Lahore,Lahore,4.184284,Temporary Site,23.0,10.915523478260868
2016-10-07,13.0,52.0,2016-10-07,14.0,8.0,10,Business,Lahore,Unknown Location,9.334171999999999,Temporary Site,16.0,35.003144999999996
2016-10-07,14.0,29.0,2016-10-07,15.0,11.0,10,Business,Unknown Location,Lahore,13.357522000000001,Temporary Site,42.0,19.082174285714288
2016-10-07,15.0,47.0,2016-10-07,16.0,2.0,10,Business,Lahore,Lahore,3.8624159999999996,Temporary Site,15.0,15.449663999999999
2016-10-07,18.0,8.0,2016-10-07,18.0,27.0,10,Business,Lahore,Lahore,4.9889540000000006,Temporary Site,19.0,15.754591578947371
2016-10-07,18.0,33.0,2016-10-07,19.0,1.0,10,Business,Lahore,Lahore,9.816974,Temporary Site,28.0,21.036372857142858
2016-10-08,15.0,3.0,2016-10-08,15.0,3.0,10,Business,Karachi,Karachi,5.793624,Temporary Site,0.0,inf
2016-10-08,18.0,15.0,2016-10-08,18.0,18.0,10,Business,Karachi,Unknown Location,12.87472,Temporary Site,3.0,257.4944
2016-10-09,14.0,4.0,2016-10-09,14.0,23.0,10,Business,Unknown Location,Unknown Location,12.391918,Temporary Site,19.0,39.13237263157895
2016-10-10,17.0,22.0,2016-10-10,17.0,28.0,10,Business,Islamabad,Islamabad,2.735878,Temporary Site,6.0,27.35878
2016-10-10,17.0,33.0,2016-10-10,18.0,13.0,10,Business,Islamabad,Unknown Location,15.28873,Temporary Site,40.0,22.933095
2016-10-11,1.0,27.0,2016-10-11,2.0,8.0,10,Business,Unknown Location,R?walpindi,27.519714,Meeting,41.0,40.27275219512195
2016-10-12,19.0,18.0,2016-10-12,19.0,21.0,10,Business,R?walpindi,Unknown Location,29.611855999999996,Meeting,3.0,592.2371199999999
2016-11-01,11.0,50.0,2016-11-01,12.0,27.0,11,Business,Cary,Durham,26.55411,Errand/Supplies,37.0,43.060718918918916
2016-11-01,16.0,29.0,2016-11-01,17.0,2.0,11,Business,Durham,Cary,20.599552000000003,Errand/Supplies,33.0,37.45373090909091
2016-11-01,17.0,35.0,2016-11-01,17.0,42.0,11,Business,Whitebridge,Whitebridge,1.9312079999999998,Errand/Supplies,7.0,16.553211428571426
2016-11-01,19.0,14.0,2016-11-01,19.0,20.0,11,Business,Whitebridge,Whitebridge,1.60934,Errand/Supplies,6.0,16.0934
2016-11-01,19.0,59.0,2016-11-01,20.0,12.0,11,Business,Whitebridge,Whitebridge,6.598293999999999,Errand/Supplies,13.0,30.45366461538461
2016-11-01,20.0,41.0,2016-11-01,20.0,55.0,11,Business,Whitebridge,Whitebridge,6.759228,Meal/Entertain,14.0,28.96812
2016-11-02,15.0,10.0,2016-11-02,15.0,18.0,11,Business,Whitebridge,Westpark Place,2.2530759999999996,Meal/Entertain,8.0,16.898069999999997
2016-11-02,15.0,45.0,2016-11-02,15.0,52.0,11,Business,Westpark Place,Whitebridge,2.896812,Meal/Entertain,7.0,24.829817142857145
2016-11-02,16.0,46.0,2016-11-02,17.0,11.0,11,Business,Cary,Morrisville,13.67939,Meeting,25.0,32.830535999999995
2016-11-02,17.0,34.0,2016-11-02,17.0,49.0,11,Business,Morrisville,Morrisville,8.0467,Meeting,15.0,32.1868
2016-11-02,17.0,53.0,2016-11-02,18.0,0.0,11,Business,Morrisville,Cary,6.115492,Meeting,7.0,52.418502857142855
2016-11-03,11.0,28.0,2016-11-03,11.0,34.0,11,Business,Whitebridge,Hazelwood,4.02335,Meeting,6.0,40.23349999999999
2016-11-03,12.0,43.0,2016-11-03,12.0,49.0,11,Business,Hazelwood,Whitebridge,3.8624159999999996,Meeting,6.0,38.624159999999996
2016-11-03,13.0,42.0,2016-11-03,13.0,47.0,11,Business,Whitebridge,Westpark Place,2.2530759999999996,Meeting,5.0,27.036911999999997
2016-11-03,14.0,13.0,2016-11-03,14.0,26.0,11,Business,Westpark Place,Whitebridge,2.896812,Meeting,13.0,13.369901538461539
2016-11-03,18.0,51.0,2016-11-03,19.0,8.0,11,Business,Cary,Morrisville,4.9889540000000006,Meal/Entertain,17.0,17.608072941176474
2016-11-03,22.0,46.0,2016-11-03,22.0,58.0,11,Business,Morrisville,Cary,4.9889540000000006,Customer Visit,12.0,24.944770000000002
2016-11-04,10.0,2.0,2016-11-04,10.0,18.0,11,Business,Cary,Morrisville,12.713786,Temporary Site,16.0,47.6766975
2016-11-04,18.0,14.0,2016-11-04,18.0,21.0,11,Business,San Jose,Santa Clara,6.115492,Temporary Site,7.0,52.418502857142855
2016-11-04,21.0,4.0,2016-11-04,21.0,20.0,11,Business,Agnew,Cory,6.9201619999999995,Temporary Site,16.0,25.950607499999997
2016-11-04,22.0,12.0,2016-11-04,22.0,25.0,11,Business,Cory,Agnew,6.276426,Temporary Site,13.0,28.96812
2016-11-05,8.0,34.0,2016-11-05,8.0,43.0,11,Business,Agnew,Renaissance,3.5405480000000003,Temporary Site,9.0,23.603653333333337
2016-11-05,17.0,29.0,2016-11-05,17.0,40.0,11,Business,Renaissance,Agnew,4.506151999999999,Temporary Site,11.0,24.579010909090908
2016-11-05,19.0,20.0,2016-11-05,19.0,28.0,11,Business,Agnew,Agnew,3.5405480000000003,Temporary Site,8.0,26.55411
2016-11-06,10.0,50.0,2016-11-06,11.0,4.0,11,Business,Agnew,Renaissance,3.8624159999999996,Temporary Site,14.0,16.553211428571426
2016-11-06,16.0,5.0,2016-11-06,16.0,22.0,11,Business,Renaissance,Agnew,4.506151999999999,Meeting,17.0,15.904065882352938
2016-11-06,16.0,27.0,2016-11-06,17.0,28.0,11,Business,Santa Clara,Berkeley,70.650026,Customer Visit,61.0,69.49182885245902
2016-11-06,19.0,4.0,2016-11-06,19.0,12.0,11,Business,Downtown,West Berkeley,2.896812,Customer Visit,8.0,21.726090000000003
2016-11-06,20.0,6.0,2016-11-06,20.0,21.0,11,Business,West Berkeley,Central,5.310822,Customer Visit,15.0,21.243288
2016-11-07,12.0,28.0,2016-11-07,12.0,57.0,11,Business,Berkeley,San Francisco,18.990212,Between Offices,29.0,39.290093793103445
2016-11-07,19.0,17.0,2016-11-07,19.0,57.0,11,Business,San Francisco,Berkeley,21.243288,Between Offices,40.0,31.864932
2016-11-08,10.0,29.0,2016-11-08,10.0,57.0,11,Business,Berkeley,San Francisco,19.633948,Between Offices,28.0,42.072745714285716
2016-11-08,12.0,16.0,2016-11-08,12.0,49.0,11,Business,San Francisco,Berkeley,18.185542,Meeting,33.0,33.06462181818182
2016-11-08,13.0,41.0,2016-11-08,14.0,1.0,11,Business,Berkeley,Emeryville,5.793624,Meeting,20.0,17.380872000000004
2016-11-08,16.0,21.0,2016-11-08,16.0,34.0,11,Business,Emeryville,Berkeley,4.82802,Meeting,13.0,22.283169230769232
2016-11-09,13.0,8.0,2016-11-09,13.0,41.0,11,Business,Berkeley,San Francisco,18.346476,Meeting,33.0,33.35722909090909
2016-11-09,15.0,58.0,2016-11-09,16.0,4.0,11,Business,NOMA,Downtown,1.448406,Meeting,6.0,14.48406
2016-11-09,17.0,31.0,2016-11-09,18.0,3.0,11,Business,Downtown,Sunnyside,9.977908000000001,Meeting,32.0,18.708577500000004
2016-11-09,18.0,9.0,2016-11-09,18.0,14.0,11,Business,Sunnyside,Ingleside,1.1265379999999998,Meeting,5.0,13.518455999999999
2016-11-09,18.0,21.0,2016-11-09,18.0,35.0,11,Business,Ingleside,Potrero Flats,8.85137,Meeting,14.0,37.934442857142855
2016-11-09,18.0,40.0,2016-11-09,19.0,17.0,11,Business,San Francisco,Oakland,20.438617999999998,Customer Visit,37.0,33.14370486486486
2016-11-09,20.0,52.0,2016-11-09,21.0,2.0,11,Business,Oakland,Berkeley,4.184284,Customer Visit,10.0,25.105704
2016-11-09,21.0,56.0,2016-11-09,22.0,2.0,11,Business,Central,Central,1.7702740000000001,Customer Visit,6.0,17.70274
2016-11-10,9.0,46.0,2016-11-10,10.0,15.0,11,Business,Berkeley,San Francisco,20.277684,Temporary Site,29.0,41.95382896551724
2016-11-10,10.0,20.0,2016-11-10,10.0,31.0,11,Business,Tenderloin,SOMISSPO,1.9312079999999998,Temporary Site,11.0,10.533861818181817
2016-11-10,14.0,57.0,2016-11-10,15.0,7.0,11,Business,SOMISSPO,Tenderloin,1.7702740000000001,Temporary Site,10.0,10.621644000000002
2016-11-10,15.0,17.0,2016-11-10,15.0,22.0,11,Business,San Francisco,Oakland,15.932466,Temporary Site,5.0,191.189592
2016-11-10,15.0,30.0,2016-11-10,15.0,53.0,11,Business,Oakland,Berkeley,9.65604,Meeting,23.0,25.189669565217393
2016-11-10,19.0,18.0,2016-11-10,19.0,21.0,11,Business,West Berkeley,Central,1.2874720000000002,Meeting,3.0,25.749440000000003
2016-11-11,9.0,35.0,2016-11-11,10.0,23.0,11,Business,Berkeley,Menlo Park,73.868706,Customer Visit,48.0,92.3358825
2016-11-11,12.0,58.0,2016-11-11,13.0,13.0,11,Business,Menlo Park,Palo Alto,6.43736,Customer Visit,15.0,25.74944
2016-11-11,14.0,20.0,2016-11-11,14.0,32.0,11,Business,Palo Alto,Menlo Park,4.02335,Customer Visit,12.0,20.116749999999996
2016-11-11,14.0,39.0,2016-11-11,15.0,46.0,11,Business,Menlo Park,Berkeley,58.901844000000004,Customer Visit,67.0,52.74792
2016-11-11,18.0,30.0,2016-11-11,18.0,43.0,11,Business,Central,College Avenue,4.667085999999999,Customer Visit,13.0,21.54039692307692
2016-11-11,21.0,8.0,2016-11-11,21.0,18.0,11,Business,College Avenue,Central,4.184284,Customer Visit,10.0,25.105704
2016-11-12,10.0,32.0,2016-11-12,10.0,52.0,11,Business,Central,South,3.7014819999999995,Customer Visit,20.0,11.104446
2016-11-12,10.0,55.0,2016-11-12,11.0,25.0,11,Business,South,Downtown,10.299776000000001,Customer Visit,30.0,20.599552000000003
2016-11-12,13.0,7.0,2016-11-12,13.0,15.0,11,Business,Downtown,Central,2.2530759999999996,Customer Visit,8.0,16.898069999999997
2016-11-12,13.0,46.0,2016-11-12,13.0,50.0,11,Business,Central,West Berkeley,0.9656039999999999,Customer Visit,4.0,14.48406
2016-11-12,14.0,22.0,2016-11-12,14.0,53.0,11,Business,West Berkeley,South,9.495106,Meeting,31.0,18.37762451612903
2016-11-12,15.0,14.0,2016-11-12,15.0,21.0,11,Business,South,Southwest Berkeley,1.2874720000000002,Meeting,7.0,11.035474285714287
2016-11-12,15.0,25.0,2016-11-12,15.0,36.0,11,Business,Berkeley,Emeryville,2.092142,Meeting,11.0,11.411683636363637
2016-11-12,15.0,40.0,2016-11-12,15.0,59.0,11,Business,Emeryville,Berkeley,5.9545580000000005,Errand/Supplies,19.0,18.803867368421056
2016-12-01,7.0,44.0,2016-12-01,7.0,59.0,12,Business,Cary,Cary,8.85137,Meeting,15.0,35.40548
2016-12-01,8.0,37.0,2016-12-01,8.0,53.0,12,Business,Cary,Cary,8.85137,Errand/Supplies,16.0,33.1926375
2016-12-01,18.0,0.0,2016-12-01,18.0,12.0,12,Business,Cary,Morrisville,4.667085999999999,Meal/Entertain,12.0,23.335429999999995
2016-12-01,20.0,36.0,2016-12-01,20.0,46.0,12,Business,Morrisville,Cary,4.667085999999999,Customer Visit,10.0,28.002515999999996
2016-12-02,12.0,12.0,2016-12-02,12.0,23.0,12,Business,Cary,Apex,8.207633999999999,Meal/Entertain,11.0,44.76891272727272
2016-12-02,13.0,7.0,2016-12-02,13.0,22.0,12,Business,Apex,Cary,8.529501999999999,Customer Visit,15.0,34.118007999999996
2016-12-02,20.0,41.0,2016-12-02,20.0,48.0,12,Business,Cary,Morrisville,5.310822,Meal/Entertain,7.0,45.52133142857143
2016-12-02,22.0,59.0,2016-12-02,23.0,7.0,12,Business,Morrisville,Cary,4.82802,Customer Visit,8.0,36.210150000000006
2016-12-03,18.0,35.0,2016-12-03,18.0,56.0,12,Business,Cary,Wake Co.,10.621644,Errand/Supplies,21.0,30.34755428571429
2016-12-03,19.0,8.0,2016-12-03,19.0,15.0,12,Business,Wake Co.,Morrisville,2.896812,Errand/Supplies,7.0,24.829817142857145
2016-12-03,20.0,31.0,2016-12-03,20.0,41.0,12,Business,Morrisville,Cary,4.82802,Customer Visit,10.0,28.968120000000003
2016-12-04,18.0,56.0,2016-12-04,19.0,3.0,12,Business,Cary,Morrisville,4.667085999999999,Meal/Entertain,7.0,40.00359428571428
2016-12-04,20.0,23.0,2016-12-04,20.0,34.0,12,Business,Morrisville,Cary,5.471756,Customer Visit,11.0,29.84594181818182
2016-12-05,18.0,4.0,2016-12-05,18.0,17.0,12,Business,Cary,Cary,6.598293999999999,Customer Visit,13.0,30.45366461538461
2016-12-05,19.0,22.0,2016-12-05,19.0,37.0,12,Business,Cary,Cary,6.115492,Meal/Entertain,15.0,24.461968
2016-12-07,12.0,3.0,2016-12-07,12.0,32.0,12,Business,Cary,Cary,10.621644,Meeting,29.0,21.975815172413792
2016-12-07,12.0,35.0,2016-12-07,12.0,46.0,12,Business,Cary,Cary,6.43736,Meeting,11.0,35.11287272727273
